Date,Close
6/8/2018,7663.799805
7/8/2018,7718.5
8/8/2018,7776.700195
9/8/2018,7741.799805
10/8/2018,7667
13/8/2018,7642.5
14/8/2018,7611.600098
15/8/2018,7497.899902
16/8/2018,7556.399902
17/8/2018,7558.600098
20/8/2018,7591.299805
21/8/2018,7565.700195
22/8/2018,7574.200195
23/8/2018,7563.200195
24/8/2018,7577.5
28/8/2018,7617.200195
29/8/2018,7563.200195
30/8/2018,7516
31/8/2018,7432.399902
3/9/2018,7504.600098
4/9/2018,7457.899902
5/9/2018,7383.299805
6/9/2018,7319
7/9/2018,7277.700195
10/9/2018,7279.299805
11/9/2018,7273.5
12/9/2018,7313.399902
13/9/2018,7281.600098
14/9/2018,7304
17/9/2018,7302.100098
18/9/2018,7300.200195
19/9/2018,7331.100098
20/9/2018,7367.299805
21/9/2018,7490.200195
24/9/2018,7458.399902
25/9/2018,7507.600098
26/9/2018,7511.5
27/9/2018,7545.399902
28/9/2018,7510.200195
1/10/2018,7495.700195
2/10/2018,7474.600098
3/10/2018,7510.299805
4/10/2018,7418.299805
5/10/2018,7318.5
8/10/2018,7233.299805
9/10/2018,7237.600098
10/10/2018,7145.700195
11/10/2018,7006.899902
12/10/2018,6995.899902
15/10/2018,7029.200195
16/10/2018,7059.399902
17/10/2018,7054.600098
18/10/2018,7027
19/10/2018,7049.799805
22/10/2018,7042.799805
23/10/2018,6955.200195
24/10/2018,6963
25/10/2018,7004.100098
26/10/2018,6939.600098
29/10/2018,7026.299805
30/10/2018,7035.899902
31/10/2018,7128.100098
1/11/2018,7114.700195
2/11/2018,7094.100098
5/11/2018,7103.799805
6/11/2018,7040.700195
7/11/2018,7117.299805
8/11/2018,7140.700195
9/11/2018,7105.299805
12/11/2018,7053.100098
13/11/2018,7053.799805
14/11/2018,7033.799805
15/11/2018,7038
16/11/2018,7013.899902
19/11/2018,7000.899902
20/11/2018,6947.899902
21/11/2018,7050.200195
22/11/2018,6960.299805
23/11/2018,6952.899902
26/11/2018,7036
27/11/2018,7016.899902
28/11/2018,7004.5
29/11/2018,7039
30/11/2018,6980.200195
3/12/2018,7062.399902
4/12/2018,7022.799805
5/12/2018,6921.799805
6/12/2018,6704.100098
7/12/2018,6778.100098
10/12/2018,6721.5
11/12/2018,6806.899902
12/12/2018,6880.200195
13/12/2018,6877.5
14/12/2018,6845.200195
17/12/2018,6773.200195
18/12/2018,6701.600098
19/12/2018,6765.899902
20/12/2018,6711.899902
21/12/2018,6721.200195
24/12/2018,6686
27/12/2018,6584.700195
28/12/2018,6734
31/12/2018,6728.100098
2/1/2019,6734.200195
3/1/2019,6692.700195
4/1/2019,6837.399902
7/1/2019,6810.899902
8/1/2019,6861.600098
9/1/2019,6906.600098
10/1/2019,6942.899902
11/1/2019,6918.200195
14/1/2019,6855
15/1/2019,6895
16/1/2019,6862.700195
17/1/2019,6834.899902
18/1/2019,6968.299805
21/1/2019,6970.600098
22/1/2019,6901.399902
23/1/2019,6842.899902
24/1/2019,6819
25/1/2019,6809.200195
28/1/2019,6747.100098
29/1/2019,6833.899902
30/1/2019,6941.600098
31/1/2019,6968.899902
1/2/2019,7020.200195
4/2/2019,7034.100098
5/2/2019,7177.399902
6/2/2019,7173.100098
7/2/2019,7093.600098
8/2/2019,7071.200195
11/2/2019,7129.100098
12/2/2019,7133.100098
13/2/2019,7190.799805
14/2/2019,7197
15/2/2019,7236.700195
18/2/2019,7219.5
19/2/2019,7179.200195
20/2/2019,7228.600098
21/2/2019,7167.399902
22/2/2019,7178.600098
25/2/2019,7183.700195
26/2/2019,7151.100098
27/2/2019,7107.200195
28/2/2019,7074.700195
1/3/2019,7106.700195
4/3/2019,7134.399902
5/3/2019,7183.399902
6/3/2019,7196
7/3/2019,7157.600098
8/3/2019,7104.299805
11/3/2019,7130.600098
12/3/2019,7151.200195
13/3/2019,7159.200195
14/3/2019,7185.399902
15/3/2019,7228.299805
18/3/2019,7299.200195
19/3/2019,7324
20/3/2019,7291
21/3/2019,7355.299805
22/3/2019,7207.600098
25/3/2019,7177.600098
26/3/2019,7196.299805
27/3/2019,7194.200195
28/3/2019,7234.299805
29/3/2019,7279.200195
1/4/2019,7317.399902
2/4/2019,7391.100098
3/4/2019,7418.299805
4/4/2019,7401.899902
5/4/2019,7446.899902
8/4/2019,7451.899902
9/4/2019,7425.600098
10/4/2019,7421.899902
11/4/2019,7418
12/4/2019,7437.100098
15/4/2019,7436.899902
16/4/2019,7469.899902
17/4/2019,7471.299805
18/4/2019,7459.899902
23/4/2019,7523.100098
24/4/2019,7471.799805
25/4/2019,7434.100098
26/4/2019,7428.200195
29/4/2019,7440.700195
30/4/2019,7418.200195
1/5/2019,7385.299805
2/5/2019,7351.299805
3/5/2019,7380.600098
7/5/2019,7260.5
8/5/2019,7271
9/5/2019,7207.399902
10/5/2019,7203.299805
13/5/2019,7163.700195
14/5/2019,7241.600098
15/5/2019,7297
16/5/2019,7353.5
17/5/2019,7348.600098
20/5/2019,7310.899902
21/5/2019,7328.899902
22/5/2019,7334.200195
23/5/2019,7231
24/5/2019,7277.700195
28/5/2019,7269
29/5/2019,7185.299805
30/5/2019,7218.200195
31/5/2019,7161.700195
3/6/2019,7184.799805
4/6/2019,7214.299805
5/6/2019,7220.200195
6/6/2019,7259.899902
7/6/2019,7331.899902
10/6/2019,7375.5
11/6/2019,7398.5
12/6/2019,7367.600098
13/6/2019,7368.600098
14/6/2019,7345.799805
17/6/2019,7357.299805
18/6/2019,7443
19/6/2019,7403.5
20/6/2019,7424.399902
21/6/2019,7407.5
24/6/2019,7416.700195
25/6/2019,7422.399902
26/6/2019,7416.399902
27/6/2019,7402.299805
28/6/2019,7425.600098
1/7/2019,7497.5
2/7/2019,7559.200195
3/7/2019,7609.299805
4/7/2019,7603.600098
5/7/2019,7553.100098
8/7/2019,7549.299805
9/7/2019,7536.5
10/7/2019,7530.700195
11/7/2019,7509.799805
12/7/2019,7506
15/7/2019,7531.700195
16/7/2019,7577.200195
17/7/2019,7535.5
18/7/2019,7493.100098
19/7/2019,7508.700195
22/7/2019,7514.899902
23/7/2019,7556.899902
24/7/2019,7501.5
25/7/2019,7489.100098
26/7/2019,7549.100098
29/7/2019,7686.600098
30/7/2019,7646.799805
31/7/2019,7586.799805
1/8/2019,7584.899902
2/8/2019,7407.100098
5/8/2019,7223.899902
6/8/2019,7171.700195
7/8/2019,7198.700195
8/8/2019,7285.899902
9/8/2019,7253.899902
12/8/2019,7226.700195
13/8/2019,7250.899902
14/8/2019,7147.899902
15/8/2019,7067
16/8/2019,7117.200195
19/8/2019,7189.700195
20/8/2019,7125
21/8/2019,7204
22/8/2019,7128.200195
23/8/2019,7095
27/8/2019,7089.600098
28/8/2019,7114.700195
29/8/2019,7184.299805
30/8/2019,7207.200195
2/9/2019,7281.899902
3/9/2019,7268.200195
4/9/2019,7311.299805
5/9/2019,7271.200195
6/9/2019,7282.299805
9/9/2019,7235.799805
10/9/2019,7268
11/9/2019,7338
12/9/2019,7344.700195
13/9/2019,7367.5
16/9/2019,7321.399902
17/9/2019,7320.399902
18/9/2019,7314.100098
19/9/2019,7356.399902
20/9/2019,7344.899902
23/9/2019,7326.100098
24/9/2019,7291.399902
25/9/2019,7290
26/9/2019,7351.100098
27/9/2019,7426.200195
30/9/2019,7408.200195
1/10/2019,7360.299805
2/10/2019,7122.5
3/10/2019,7077.600098
4/10/2019,7155.399902
7/10/2019,7197.899902
8/10/2019,7143.200195
9/10/2019,7166.5
10/10/2019,7186.399902
11/10/2019,7247.100098
14/10/2019,7213.5
15/10/2019,7211.600098
16/10/2019,7168
17/10/2019,7182.299805
18/10/2019,7150.600098
21/10/2019,7163.600098
22/10/2019,7212.5
23/10/2019,7260.700195
24/10/2019,7328.299805
25/10/2019,7324.5
28/10/2019,7331.299805
29/10/2019,7306.299805
30/10/2019,7330.799805
31/10/2019,7248.399902
1/11/2019,7302.399902
4/11/2019,7369.700195
5/11/2019,7388.100098
6/11/2019,7396.700195
7/11/2019,7406.399902
8/11/2019,7359.399902
11/11/2019,7328.5
12/11/2019,7365.399902
13/11/2019,7351.200195
14/11/2019,7292.799805
15/11/2019,7302.899902
18/11/2019,7307.700195
19/11/2019,7323.799805
20/11/2019,7262.5
21/11/2019,7238.600098
22/11/2019,7326.799805
25/11/2019,7396.299805
26/11/2019,7403.100098
27/11/2019,7429.799805
28/11/2019,7416.399902
29/11/2019,7346.5
2/12/2019,7285.899902
3/12/2019,7158.799805
4/12/2019,7188.5
5/12/2019,7137.899902
6/12/2019,7239.700195
9/12/2019,7233.899902
10/12/2019,7213.799805
11/12/2019,7216.299805
12/12/2019,7273.5
13/12/2019,7353.399902
16/12/2019,7519.100098
17/12/2019,7525.299805
18/12/2019,7540.799805
19/12/2019,7573.799805
20/12/2019,7582.5
23/12/2019,7623.600098
24/12/2019,7632.200195
27/12/2019,7644.899902
30/12/2019,7587.100098
31/12/2019,7542.399902
2/1/2020,7604.299805
3/1/2020,7622.399902
6/1/2020,7575.299805
7/1/2020,7573.899902
8/1/2020,7574.899902
9/1/2020,7598.100098
10/1/2020,7587.899902
13/1/2020,7617.600098
14/1/2020,7622.399902
15/1/2020,7642.799805
16/1/2020,7609.799805
17/1/2020,7674.600098
20/1/2020,7651.399902
21/1/2020,7610.700195
22/1/2020,7571.899902
23/1/2020,7507.700195
24/1/2020,7586
27/1/2020,7412.100098
28/1/2020,7480.700195
29/1/2020,7483.600098
30/1/2020,7382
31/1/2020,7286
3/2/2020,7326.299805
4/2/2020,7439.799805
5/2/2020,7482.5
6/2/2020,7504.799805
7/2/2020,7466.700195
10/2/2020,7446.899902
11/2/2020,7499.399902
12/2/2020,7534.399902
13/2/2020,7452
14/2/2020,7409.100098
17/2/2020,7433.299805
18/2/2020,7382
19/2/2020,7457
20/2/2020,7436.600098
21/2/2020,7403.899902
24/2/2020,7156.799805
25/2/2020,7017.899902
26/2/2020,7042.5
27/2/2020,6796.399902
28/2/2020,6580.600098
2/3/2020,6654.899902
3/3/2020,6718.200195
4/3/2020,6815.600098
5/3/2020,6705.399902
6/3/2020,6462.600098
9/3/2020,5965.799805
10/3/2020,5960.200195
11/3/2020,5876.5
12/3/2020,5237.5
13/3/2020,5366.100098
16/3/2020,5151.100098
17/3/2020,5294.899902
18/3/2020,5080.600098
19/3/2020,5151.600098
20/3/2020,5190.799805
23/3/2020,4993.899902
24/3/2020,5446
25/3/2020,5688.200195
26/3/2020,5815.700195
27/3/2020,5510.299805
30/3/2020,5563.700195
31/3/2020,5672
1/4/2020,5454.600098
2/4/2020,5480.200195
3/4/2020,5415.5
6/4/2020,5582.399902
7/4/2020,5704.5
8/4/2020,5677.700195
9/4/2020,5842.700195
14/4/2020,5791.299805
15/4/2020,5597.700195
16/4/2020,5628.399902
17/4/2020,5787
20/4/2020,5812.799805
21/4/2020,5641
22/4/2020,5770.600098
23/4/2020,5826.600098
24/4/2020,5752.200195
27/4/2020,5846.799805
28/4/2020,5958.5
29/4/2020,6115.299805
30/4/2020,5901.200195
1/5/2020,5763.100098
4/5/2020,5753.799805
5/5/2020,5849.399902
6/5/2020,5853.799805
7/5/2020,5936
11/5/2020,5939.700195
12/5/2020,5994.799805
13/5/2020,5904.100098
14/5/2020,5741.5
15/5/2020,5799.799805
18/5/2020,6048.600098
19/5/2020,6002.200195
20/5/2020,6067.200195
21/5/2020,6015.299805
22/5/2020,5993.299805
26/5/2020,6067.799805
27/5/2020,6144.299805
28/5/2020,6218.799805
29/5/2020,6076.600098
1/6/2020,6166.399902
2/6/2020,6220.100098
3/6/2020,6382.399902
4/6/2020,6341.399902
5/6/2020,6484.299805
8/6/2020,6472.600098
9/6/2020,6335.700195
10/6/2020,6329.100098
11/6/2020,6076.700195
12/6/2020,6105.200195
15/6/2020,6064.700195
16/6/2020,6242.799805
17/6/2020,6253.299805
18/6/2020,6224.100098
19/6/2020,6292.600098
22/6/2020,6244.600098
23/6/2020,6320.100098
24/6/2020,6123.700195
25/6/2020,6147.100098
26/6/2020,6159.299805
29/6/2020,6225.799805
30/6/2020,6169.700195
1/7/2020,6158
2/7/2020,6240.399902
3/7/2020,6157.299805
6/7/2020,6285.899902
7/7/2020,6189.899902
8/7/2020,6156.200195
9/7/2020,6049.600098
10/7/2020,6095.399902
13/7/2020,6176.200195
14/7/2020,6179.799805
15/7/2020,6292.700195
16/7/2020,6250.700195
17/7/2020,6290.299805
20/7/2020,6261.5
21/7/2020,6269.700195
22/7/2020,6207.100098
23/7/2020,6211.399902
24/7/2020,6123.799805
27/7/2020,6104.899902
28/7/2020,6129.299805
29/7/2020,6131.5
30/7/2020,5990
31/7/2020,5897.799805
3/8/2020,6032.899902
4/8/2020,6036
5/8/2020,6104.700195
6/8/2020,6026.899902
7/8/2020,6032.200195
10/8/2020,6050.600098
11/8/2020,6154.299805
12/8/2020,6280.100098
13/8/2020,6185.600098
14/8/2020,6090
17/8/2020,6127.399902
18/8/2020,6076.600098
19/8/2020,6112
20/8/2020,6013.299805
21/8/2020,6001.899902
24/8/2020,6104.700195
25/8/2020,6037
26/8/2020,6045.600098
27/8/2020,6000
28/8/2020,5963.600098
1/9/2020,5862.100098
2/9/2020,5941
3/9/2020,5850.899902
4/9/2020,5799.100098
7/9/2020,5937.399902
8/9/2020,5930.299805
9/9/2020,6012.799805
10/9/2020,6003.299805
11/9/2020,6032.100098
14/9/2020,6026.299805
15/9/2020,6105.5
16/9/2020,6078.5
17/9/2020,6049.899902
18/9/2020,6007.100098
21/9/2020,5804.299805
22/9/2020,5829.5
23/9/2020,5899.299805
24/9/2020,5822.799805
25/9/2020,5842.700195
28/9/2020,5927.899902
29/9/2020,5897.5
30/9/2020,5866.100098
1/10/2020,5879.5
2/10/2020,5902.100098
5/10/2020,5942.899902
6/10/2020,5949.899902
7/10/2020,5946.299805
8/10/2020,5978
9/10/2020,6016.700195
12/10/2020,6001.399902
13/10/2020,5969.700195
14/10/2020,5935.100098
15/10/2020,5832.5
16/10/2020,5919.600098
19/10/2020,5884.700195
20/10/2020,5889.200195
21/10/2020,5776.5
22/10/2020,5785.700195
23/10/2020,5860.299805
26/10/2020,5792
27/10/2020,5729
28/10/2020,5582.799805
29/10/2020,5581.799805
30/10/2020,5577.299805
2/11/2020,5655
3/11/2020,5786.799805
4/11/2020,5883.299805
5/11/2020,5906.200195
6/11/2020,5910
9/11/2020,6186.299805
10/11/2020,6296.899902
11/11/2020,6382.100098
12/11/2020,6338.899902
13/11/2020,6316.399902
16/11/2020,6421.299805
17/11/2020,6365.299805
18/11/2020,6385.200195
19/11/2020,6334.399902
20/11/2020,6351.5
23/11/2020,6333.799805
24/11/2020,6432.200195
25/11/2020,6391.100098
26/11/2020,6362.899902
27/11/2020,6367.600098
30/11/2020,6266.200195
1/12/2020,6384.700195
2/12/2020,6463.399902
3/12/2020,6490.299805
4/12/2020,6550.200195
7/12/2020,6555.399902
8/12/2020,6558.799805
9/12/2020,6564.299805
10/12/2020,6599.799805
11/12/2020,6546.799805
14/12/2020,6531.799805
15/12/2020,6513.299805
16/12/2020,6570.899902
17/12/2020,6551.100098
18/12/2020,6529.200195
21/12/2020,6416.299805
23/12/2020,6495.799805
24/12/2020,6502.100098
29/12/2020,6602.700195
30/12/2020,6555.799805
31/12/2020,6460.5
4/1/2021,6571.899902
5/1/2021,6612.299805
6/1/2021,6841.899902
7/1/2021,6857
8/1/2021,6873.299805
11/1/2021,6798.5
12/1/2021,6754.100098
13/1/2021,6745.5
14/1/2021,6802
15/1/2021,6735.700195
18/1/2021,6720.700195
19/1/2021,6713
20/1/2021,6740.399902
21/1/2021,6715.399902
22/1/2021,6695.100098
25/1/2021,6638.899902
26/1/2021,6654
27/1/2021,6567.399902
28/1/2021,6526.200195
29/1/2021,6407.5
1/2/2021,6466.399902
2/2/2021,6516.700195
3/2/2021,6507.799805
4/2/2021,6503.700195
5/2/2021,6489.299805
8/2/2021,6523.5
9/2/2021,6531.600098
10/2/2021,6524.399902
11/2/2021,6528.700195
12/2/2021,6589.799805
15/2/2021,6756.100098
16/2/2021,6748.899902
17/2/2021,6710.899902
18/2/2021,6617.200195
19/2/2021,6624
22/2/2021,6612.200195
23/2/2021,6625.899902
24/2/2021,6659
25/2/2021,6652
26/2/2021,6483.399902
1/3/2021,6588.5
2/3/2021,6613.799805
3/3/2021,6675.5
4/3/2021,6650.899902
5/3/2021,6630.5
8/3/2021,6719.100098
9/3/2021,6730.299805
10/3/2021,6725.600098
11/3/2021,6737
12/3/2021,6761.5
15/3/2021,6749.700195
16/3/2021,6803.600098
17/3/2021,6762.700195
18/3/2021,6779.700195
19/3/2021,6708.700195
22/3/2021,6726.100098
23/3/2021,6699.200195
24/3/2021,6712.899902
25/3/2021,6674.799805
26/3/2021,6740.600098
29/3/2021,6736.200195
30/3/2021,6772.100098
31/3/2021,6713.600098
1/4/2021,6737.299805
6/4/2021,6823.600098
7/4/2021,6885.299805
8/4/2021,6942.200195
9/4/2021,6915.799805
12/4/2021,6889.100098
13/4/2021,6890.5
14/4/2021,6939.600098
15/4/2021,6983.5
16/4/2021,7019.5
19/4/2021,7000.100098
20/4/2021,6859.899902
21/4/2021,6895.299805
22/4/2021,6938.200195
23/4/2021,6938.600098
26/4/2021,6963.100098
27/4/2021,6945
28/4/2021,6963.700195
29/4/2021,6961.5
30/4/2021,6969.799805
4/5/2021,6923.200195
5/5/2021,7039.299805
6/5/2021,7076.200195
7/5/2021,7129.700195
10/5/2021,7123.700195
11/5/2021,6948
12/5/2021,7004.600098
13/5/2021,6963.299805
14/5/2021,7043.600098
17/5/2021,7032.899902
18/5/2021,7034.200195
19/5/2021,6950.200195
20/5/2021,7019.799805
21/5/2021,7018.100098
24/5/2021,7051.600098
25/5/2021,7029.799805
26/5/2021,7026.899902
27/5/2021,7019.700195
28/5/2021,7022.600098
1/6/2021,7080.5
2/6/2021,7108
3/6/2021,7064.399902
4/6/2021,7069
7/6/2021,7077.200195
8/6/2021,7095.100098
9/6/2021,7081
10/6/2021,7088.200195
11/6/2021,7134.100098
14/6/2021,7146.700195
15/6/2021,7172.5
16/6/2021,7185
17/6/2021,7153.399902
18/6/2021,7017.5
21/6/2021,7062.299805
22/6/2021,7090
23/6/2021,7074.100098
24/6/2021,7110
25/6/2021,7136.100098
28/6/2021,7073
29/6/2021,7087.600098
30/6/2021,7037.5
1/7/2021,7125.200195
2/7/2021,7123.299805
5/7/2021,7164.899902
6/7/2021,7100.899902
7/7/2021,7151
8/7/2021,7030.700195
9/7/2021,7121.899902
12/7/2021,7125.399902
13/7/2021,7124.700195
14/7/2021,7091.200195
15/7/2021,7012
16/7/2021,7008.100098
19/7/2021,6844.399902
20/7/2021,6881.100098
21/7/2021,6998.299805
22/7/2021,6968.299805
23/7/2021,7027.600098
26/7/2021,7025.399902
27/7/2021,6996.100098
28/7/2021,7016.600098
29/7/2021,7078.399902
30/7/2021,7032.299805
2/8/2021,7081.700195
3/8/2021,7105.700195
4/8/2021,7123.899902
5/8/2021,7120.399902
6/8/2021,7123
9/8/2021,7132.299805
10/8/2021,7161
11/8/2021,7220.100098
12/8/2021,7193.200195
13/8/2021,7218.700195
16/8/2021,7154
17/8/2021,7181.100098
18/8/2021,7169.299805
19/8/2021,7058.899902
20/8/2021,7087.899902
23/8/2021,7109
24/8/2021,7125.799805
25/8/2021,7150.100098
26/8/2021,7125
27/8/2021,7148
31/8/2021,7119.700195
1/9/2021,7149.799805
2/9/2021,7163.899902
3/9/2021,7138.399902
6/9/2021,7187.200195
7/9/2021,7149.399902
8/9/2021,7095.5
9/9/2021,7024.200195
10/9/2021,7029.200195
13/9/2021,7068.399902
14/9/2021,7034.100098
15/9/2021,7016.5
16/9/2021,7027.5
17/9/2021,6963.600098
20/9/2021,6903.899902
21/9/2021,6981
22/9/2021,7083.399902
23/9/2021,7078.399902
24/9/2021,7051.5
27/9/2021,7063.399902
28/9/2021,7028.100098
29/9/2021,7108.200195
30/9/2021,7086.399902
1/10/2021,7027.100098
4/10/2021,7011
5/10/2021,7077.100098
6/10/2021,6995.899902
7/10/2021,7078
8/10/2021,7095.600098
11/10/2021,7146.899902
12/10/2021,7130.200195
13/10/2021,7141.799805
14/10/2021,7207.700195
15/10/2021,7234
18/10/2021,7203.799805
19/10/2021,7217.5
20/10/2021,7223.100098
21/10/2021,7190.299805
22/10/2021,7204.600098
25/10/2021,7222.799805
26/10/2021,7277.600098
27/10/2021,7253.299805
28/10/2021,7249.5
29/10/2021,7237.600098
1/11/2021,7288.600098
2/11/2021,7274.799805
3/11/2021,7248.899902
4/11/2021,7279.899902
5/11/2021,7304
8/11/2021,7300.399902
9/11/2021,7274
10/11/2021,7340.200195
11/11/2021,7384.200195
12/11/2021,7347.899902
15/11/2021,7351.899902
16/11/2021,7327
17/11/2021,7291.200195
18/11/2021,7256
19/11/2021,7223.600098
22/11/2021,7255.5
23/11/2021,7266.700195
24/11/2021,7286.299805
25/11/2021,7310.399902
26/11/2021,7044
29/11/2021,7110
30/11/2021,7059.5
1/12/2021,7168.700195
2/12/2021,7129.200195
3/12/2021,7122.299805
6/12/2021,7232.299805
7/12/2021,7339.899902
8/12/2021,7337.399902
9/12/2021,7321.299805
10/12/2021,7291.799805
13/12/2021,7231.399902
14/12/2021,7218.600098
15/12/2021,7170.799805
16/12/2021,7260.600098
17/12/2021,7269.899902
20/12/2021,7198
21/12/2021,7297.399902
22/12/2021,7341.700195
23/12/2021,7373.299805
24/12/2021,7372.100098
29/12/2021,7420.700195
30/12/2021,7403
31/12/2021,7384.5
4/1/2022,7505.200195
5/1/2022,7516.899902
6/1/2022,7450.399902
7/1/2022,7485.299805
10/1/2022,7445.299805
11/1/2022,7491.399902
12/1/2022,7551.700195
13/1/2022,7563.899902
14/1/2022,7543
17/1/2022,7611.200195
18/1/2022,7563.600098
19/1/2022,7589.700195
20/1/2022,7585
21/1/2022,7494.100098
24/1/2022,7297.200195
25/1/2022,7371.5
26/1/2022,7469.799805
27/1/2022,7554.299805
28/1/2022,7466.100098
31/1/2022,7464.399902
1/2/2022,7535.799805
2/2/2022,7583
3/2/2022,7528.799805
4/2/2022,7516.399902
7/2/2022,7573.5
8/2/2022,7567.100098
9/2/2022,7643.399902
10/2/2022,7672.399902
11/2/2022,7661
14/2/2022,7531.600098
15/2/2022,7608.899902
16/2/2022,7603.799805
17/2/2022,7537.399902
18/2/2022,7513.600098
21/2/2022,7484.299805
22/2/2022,7494.200195
23/2/2022,7498.200195
24/2/2022,7207
25/2/2022,7489.5
28/2/2022,7458.299805
1/3/2022,7330.200195
2/3/2022,7429.600098
3/3/2022,7238.899902
4/3/2022,6987.100098
7/3/2022,6959.5
8/3/2022,6964.100098
9/3/2022,7190.700195
10/3/2022,7099.100098
11/3/2022,7155.600098
14/3/2022,7193.5
15/3/2022,7175.700195
16/3/2022,7291.700195
17/3/2022,7385.299805
18/3/2022,7404.700195
21/3/2022,7442.399902
22/3/2022,7476.700195
23/3/2022,7460.600098
24/3/2022,7467.399902
25/3/2022,7483.399902
28/3/2022,7473.100098
29/3/2022,7537.299805
30/3/2022,7578.799805
31/3/2022,7515.700195
1/4/2022,7537.899902
4/4/2022,7558.899902
5/4/2022,7613.700195
6/4/2022,7587.700195
7/4/2022,7551.799805
8/4/2022,7669.600098
11/4/2022,7618.299805
12/4/2022,7576.700195
13/4/2022,7580.799805
14/4/2022,7616.399902
19/4/2022,7601.299805
20/4/2022,7629.200195
21/4/2022,7628
22/4/2022,7521.700195
25/4/2022,7380.5
26/4/2022,7386.200195
27/4/2022,7425.600098
28/4/2022,7509.200195
29/4/2022,7544.600098
3/5/2022,7561.299805
4/5/2022,7493.5
5/5/2022,7503.299805
6/5/2022,7387.899902
9/5/2022,7216.600098
10/5/2022,7243.200195
11/5/2022,7347.700195
12/5/2022,7233.299805
13/5/2022,7418.200195
16/5/2022,7464.799805
17/5/2022,7518.399902
18/5/2022,7438.100098
19/5/2022,7302.700195
20/5/2022,7390
23/5/2022,7513.399902
24/5/2022,7484.399902
