Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,207.3000030517578,208.1999969482422,205.39999389648438,208.10000610351562,134.22802734375,9753580
2018-01-03,208.60000610351562,209.10000610351562,207.6999969482422,209.10000610351562,134.87306213378906,5734429
2018-01-04,209.8000030517578,210.10000610351562,207.6999969482422,208.3000030517578,134.3570098876953,10305688
2018-01-05,209.0,211.39999389648438,208.1999969482422,211.1999969482422,136.22755432128906,36566269
2018-01-08,211.10000610351562,211.10000610351562,207.89999389648438,208.60000610351562,134.55055236816406,12944867
2018-01-09,209.6999969482422,211.89999389648438,208.3000030517578,208.89999389648438,134.74403381347656,16516366
2018-01-10,205.10000610351562,205.10000610351562,198.4499969482422,200.1999969482422,129.1324005126953,38797927
2018-01-11,199.85000610351562,200.10000610351562,195.5,196.5,126.74581146240234,32565235
2018-01-12,196.75,199.5,196.60000610351562,197.85000610351562,127.61656951904297,32538031
2018-01-15,198.39999389648438,199.0,197.10000610351562,197.6999969482422,127.51986694335938,16683188
2018-01-16,198.25,199.35000610351562,196.10000610351562,198.1999969482422,127.84234619140625,10741195
2018-01-17,198.39999389648438,198.60000610351562,195.3000030517578,196.64999389648438,126.84258270263672,10849015
2018-01-18,197.4499969482422,197.8000030517578,195.39999389648438,196.64999389648438,126.84258270263672,10230522
2018-01-19,196.89999389648438,198.5500030517578,196.60000610351562,197.9499969482422,127.68111419677734,22672619
2018-01-22,197.89999389648438,198.5500030517578,194.4499969482422,194.9499969482422,125.74606323242188,12357070
2018-01-23,195.8000030517578,198.35000610351562,195.8000030517578,197.89999389648438,127.64883422851562,10813580
2018-01-24,198.5500030517578,199.5500030517578,196.89999389648438,197.89999389648438,127.64883422851562,24563947
2018-01-25,197.64999389648438,198.25,195.4499969482422,196.89999389648438,127.00383758544922,13429847
2018-01-26,197.3000030517578,200.1999969482422,196.85000610351562,199.3000030517578,128.55189514160156,13749226
2018-01-29,200.10000610351562,201.10000610351562,198.5,198.5500030517578,128.06809997558594,10352827
2018-01-30,197.4499969482422,197.75,194.85000610351562,195.10000610351562,125.84281158447266,16514884
2018-01-31,194.39999389648438,194.39999389648438,189.9499969482422,190.60000610351562,122.94021606445312,28930609
2018-02-01,190.10000610351562,194.10000610351562,190.10000610351562,192.4499969482422,124.13349914550781,17079620
2018-02-02,192.3000030517578,192.8000030517578,188.8000030517578,189.1999969482422,122.0372085571289,27256697
2018-02-05,187.85000610351562,187.89999389648438,184.85000610351562,187.25,120.77941131591797,30209031
2018-02-06,181.1999969482422,187.10000610351562,179.0500030517578,184.75,119.16687774658203,23882288
2018-02-07,187.6999969482422,191.5,185.4499969482422,189.89999389648438,122.48870086669922,23378560
2018-02-08,189.1999969482422,190.85000610351562,181.9499969482422,181.9499969482422,117.36080932617188,26152496
2018-02-09,182.0500030517578,185.89999389648438,181.35000610351562,184.39999389648438,118.94111633300781,25624560
2018-02-12,186.39999389648438,187.1999969482422,183.75,184.25,118.84437561035156,11908690
2018-02-13,184.0,185.89999389648438,184.0,185.0500030517578,119.36038970947266,11449630
2018-02-14,185.39999389648438,186.85000610351562,183.35000610351562,185.6999969482422,119.7796401977539,16795101
2018-02-15,186.39999389648438,188.64999389648438,185.89999389648438,186.75,120.45691680908203,11097842
2018-02-16,187.3000030517578,188.14999389648438,186.39999389648438,187.8000030517578,121.13417053222656,7381981
2018-02-19,187.39999389648438,189.3000030517578,186.1999969482422,187.9499969482422,121.23091888427734,15612911
2018-02-20,188.64999389648438,192.1999969482422,188.35000610351562,191.0500030517578,123.2304916381836,14490585
2018-02-21,190.9499969482422,192.1999969482422,189.35000610351562,191.35000610351562,123.42398071289062,17071123
2018-02-22,189.89999389648438,191.39999389648438,187.89999389648438,190.0500030517578,122.5854721069336,11147566
2018-02-23,190.39999389648438,190.89999389648438,188.64999389648438,190.39999389648438,122.81121063232422,10381751
2018-02-26,190.35000610351562,193.10000610351562,189.9499969482422,192.1999969482422,123.97224426269531,12569797
2018-02-27,196.0,197.5500030517578,193.75,193.75,124.9720230102539,24906271
2018-02-28,189.0500030517578,190.35000610351562,181.1999969482422,186.0,119.97312927246094,36834675
2018-03-01,185.1999969482422,188.5500030517578,184.0500030517578,184.85000610351562,119.23137664794922,23547776
2018-03-02,184.35000610351562,187.8000030517578,184.25,186.0500030517578,120.00541687011719,24382809
2018-03-05,185.89999389648438,189.9499969482422,185.39999389648438,187.5,120.94065856933594,19408247
2018-03-06,188.5,189.75,185.64999389648438,187.85000610351562,121.16644287109375,20634623
2018-03-07,187.5,188.64999389648438,186.60000610351562,186.89999389648438,120.55365753173828,14124654
2018-03-08,185.75,187.9499969482422,184.6999969482422,187.60000610351562,121.00519561767578,16581436
2018-03-09,187.60000610351562,188.89999389648438,187.25,188.10000610351562,121.32768249511719,18811877
2018-03-12,188.6999969482422,188.85000610351562,185.75,187.10000610351562,120.68267822265625,22639124
2018-03-13,187.0500030517578,187.6999969482422,184.75,185.35000610351562,119.55390167236328,15782853
2018-03-14,184.6999969482422,186.4499969482422,183.9499969482422,185.0,119.328125,14870205
2018-03-15,185.0,187.35000610351562,184.35000610351562,186.6999969482422,120.42467498779297,14371821
2018-03-16,185.4499969482422,186.10000610351562,182.3000030517578,184.14999389648438,118.77986907958984,32601115
2018-03-19,184.3000030517578,186.10000610351562,183.25,185.0500030517578,119.36038970947266,9722791
2018-03-20,185.8000030517578,189.0500030517578,185.4499969482422,187.89999389648438,121.19866943359375,12464592
2018-03-21,187.6999969482422,188.0500030517578,185.5500030517578,187.1999969482422,120.74718475341797,11644077
2018-03-22,186.25,187.8000030517578,182.25,183.60000610351562,118.42513275146484,15672212
2018-03-23,182.10000610351562,185.0,180.25,184.5500030517578,119.03790283203125,13625067
2018-03-26,185.0,186.14999389648438,183.60000610351562,183.8000030517578,118.55413055419922,10750114
2018-03-27,185.6999969482422,186.64999389648438,183.9499969482422,184.64999389648438,119.10235595703125,11838239
2018-03-28,183.85000610351562,185.85000610351562,181.5500030517578,185.4499969482422,119.61840057373047,12063313
2018-03-29,185.14999389648438,186.4499969482422,184.5,184.60000610351562,119.07011413574219,9225356
2018-04-03,182.6999969482422,186.25,181.6999969482422,184.8000030517578,119.1991195678711,17852505
2018-04-04,185.0500030517578,186.0500030517578,183.75,185.5,119.65062713623047,17020026
2018-04-05,186.0500030517578,187.75,185.10000610351562,187.5,122.55267333984375,14908673
2018-04-06,187.1999969482422,190.0500030517578,186.8000030517578,188.8000030517578,123.40237426757812,13777844
2018-04-09,189.39999389648438,190.0500030517578,187.3000030517578,187.85000610351562,122.78143310546875,8945210
2018-04-10,189.8000030517578,191.0500030517578,188.8000030517578,190.39999389648438,124.44816589355469,12447196
2018-04-11,189.4499969482422,191.0,189.1999969482422,190.1999969482422,124.31744384765625,8657201
2018-04-12,190.3000030517578,190.89999389648438,189.60000610351562,190.25,124.35011291503906,8652249
2018-04-13,190.0,192.14999389648438,190.0,190.64999389648438,124.6115493774414,11380089
2018-04-16,191.14999389648438,192.5,190.0500030517578,190.5,124.51351928710938,21522140
2018-04-17,190.3000030517578,192.8000030517578,189.8000030517578,192.60000610351562,125.8861312866211,12988132
2018-04-18,192.60000610351562,193.14999389648438,189.39999389648438,193.0500030517578,126.18025970458984,16672926
2018-04-19,193.5,195.10000610351562,192.8000030517578,193.5,126.4743423461914,14945191
2018-04-20,194.0,196.10000610351562,193.0500030517578,194.0,126.80115509033203,26520927
2018-04-23,194.0500030517578,195.35000610351562,194.0500030517578,194.8000030517578,127.3240737915039,16967089
2018-04-24,195.0,195.8000030517578,192.5500030517578,193.35000610351562,126.37633514404297,13331455
2018-04-25,192.6999969482422,194.1999969482422,191.5,192.85000610351562,126.04952239990234,13927768
2018-04-26,188.0,190.85000610351562,184.89999389648438,190.0500030517578,124.21940612792969,32295906
2018-04-27,190.6999969482422,194.35000610351562,190.64999389648438,194.0,126.80115509033203,18692372
2018-04-30,194.5500030517578,194.75,191.64999389648438,191.75,125.33056640625,13663279
2018-05-01,191.5500030517578,193.9499969482422,191.5500030517578,192.8000030517578,126.0168228149414,9641474
2018-05-02,193.60000610351562,195.0,190.6999969482422,190.6999969482422,124.64424133300781,15296446
2018-05-03,190.3000030517578,193.0500030517578,190.25,192.89999389648438,126.08219146728516,10537981
2018-05-04,194.10000610351562,195.14999389648438,192.0500030517578,193.0,126.14757537841797,9954745
2018-05-08,193.1999969482422,194.25,191.3000030517578,192.4499969482422,125.7880630493164,14666385
2018-05-09,192.35000610351562,194.1999969482422,190.60000610351562,193.85000610351562,126.7031478881836,10285618
2018-05-10,193.85000610351562,195.64999389648438,191.6999969482422,192.6999969482422,125.95148468017578,12322317
2018-05-11,193.0500030517578,195.64999389648438,192.4499969482422,195.3000030517578,127.65088653564453,13480171
2018-05-14,196.0,196.64999389648438,194.89999389648438,195.10000610351562,127.52014923095703,13135752
2018-05-15,197.0,203.39999389648438,196.8000030517578,202.3000030517578,132.22618103027344,31144974
2018-05-16,202.0,202.89999389648438,199.9499969482422,200.1999969482422,130.85360717773438,19214561
2018-05-17,200.5,202.8000030517578,199.10000610351562,202.3000030517578,132.22618103027344,16219657
2018-05-18,202.5,203.6999969482422,201.39999389648438,203.5,133.01052856445312,18427233
2018-05-21,204.0,205.1999969482422,203.3000030517578,204.89999389648438,133.92556762695312,12022231
2018-05-22,204.89999389648438,206.1999969482422,203.89999389648438,205.0,133.99095153808594,12348358
2018-05-23,204.6999969482422,204.6999969482422,202.0,202.39999389648438,132.2915496826172,14014262
2018-05-24,202.39999389648438,202.6999969482422,200.1999969482422,200.60000610351562,131.11505126953125,13517132
2018-05-25,201.60000610351562,203.0,200.5,202.8000030517578,132.55299377441406,10885875
2018-05-29,201.6999969482422,202.10000610351562,200.10000610351562,201.1999969482422,131.50718688964844,20297941
2018-05-30,201.5,202.8000030517578,200.10000610351562,201.1999969482422,131.50718688964844,20269280
2018-05-31,190.0,192.14999389648438,186.5500030517578,190.14999389648438,131.05917358398438,28233359
2018-06-01,188.5500030517578,191.0500030517578,188.3000030517578,189.6999969482422,130.74905395507812,13752145
2018-06-04,190.0500030517578,191.25,188.9499969482422,188.9499969482422,130.23211669921875,12945645
2018-06-05,188.9499969482422,189.25,187.0,187.0,128.8880615234375,14835268
2018-06-06,187.5,189.5,186.9499969482422,188.89999389648438,130.19764709472656,16435481
2018-06-07,191.0,192.0500030517578,189.8000030517578,190.14999389648438,131.05917358398438,10479811
2018-06-08,190.1999969482422,191.5,187.64999389648438,191.0500030517578,131.6795196533203,12050987
2018-06-11,191.6999969482422,192.64999389648438,189.25,189.4499969482422,130.57672119140625,24128252
2018-06-12,189.4499969482422,190.5,185.5,185.5,127.85421752929688,15946796
2018-06-13,185.5500030517578,188.25,185.5500030517578,186.14999389648438,128.30223083496094,13479106
2018-06-14,185.5,188.8000030517578,182.9499969482422,188.10000610351562,129.64625549316406,18445553
2018-06-15,188.35000610351562,188.64999389648438,185.75,186.35000610351562,128.44007873535156,32819496
2018-06-18,186.5500030517578,187.0,184.8000030517578,186.6999969482422,128.6813201904297,8272933
2018-06-19,185.1999969482422,185.1999969482422,181.9499969482422,183.75,126.6480484008789,15313186
2018-06-20,185.3000030517578,185.3000030517578,181.6999969482422,183.64999389648438,126.5791244506836,19060442
2018-06-21,184.3000030517578,184.5,177.8000030517578,178.25,122.85723114013672,25312821
2018-06-22,178.89999389648438,181.60000610351562,178.14999389648438,181.10000610351562,124.82157135009766,16582717
2018-06-25,180.10000610351562,181.0,177.39999389648438,178.25,122.85723114013672,12443530
2018-06-26,179.14999389648438,180.14999389648438,178.1999969482422,179.35000610351562,123.61539459228516,11092007
2018-06-27,180.0,180.9499969482422,177.0,178.9499969482422,123.33969116210938,14126028
2018-06-28,178.89999389648438,179.64999389648438,176.75,177.5500030517578,122.3747787475586,11242764
2018-06-29,178.5500030517578,179.8000030517578,178.25,178.89999389648438,123.30522918701172,12846038
2018-07-02,177.60000610351562,177.60000610351562,175.10000610351562,175.14999389648438,120.72056579589844,24340086
2018-07-03,176.0500030517578,176.9499969482422,174.5,174.89999389648438,120.54826354980469,32296395
2018-07-04,174.1999969482422,174.89999389648438,173.5,173.9499969482422,119.89350128173828,10265156
2018-07-05,175.10000610351562,177.89999389648438,171.1999969482422,171.5,118.20484924316406,18157005
2018-07-06,172.25,173.9499969482422,171.0500030517578,172.89999389648438,119.16978454589844,18005856
2018-07-09,173.35000610351562,174.25,171.5500030517578,172.9499969482422,119.20423126220703,30101952
2018-07-10,173.14999389648438,173.89999389648438,172.64999389648438,173.85000610351562,119.8245849609375,18798277
2018-07-11,174.10000610351562,174.5,172.39999389648438,173.9499969482422,119.89350128173828,13706441
2018-07-12,173.89999389648438,175.9499969482422,173.10000610351562,175.25,120.78948974609375,16633249
2018-07-13,176.60000610351562,177.5,175.75,176.0,121.30644226074219,26457419
2018-07-16,175.6999969482422,176.95899963378906,173.89999389648438,174.85000610351562,120.5138168334961,15819688
2018-07-17,174.60000610351562,177.1999969482422,174.60000610351562,175.60000610351562,121.03075408935547,17202684
2018-07-18,176.85000610351562,177.64999389648438,176.39999389648438,176.64999389648438,121.75443267822266,19854116
2018-07-19,176.8000030517578,178.5,176.1999969482422,177.6999969482422,122.47816467285156,11303514
2018-07-20,177.75,177.75,175.64999389648438,177.1999969482422,122.1335220336914,9070082
2018-07-23,176.25,176.35000610351562,170.14999389648438,170.1999969482422,117.30883026123047,18682870
2018-07-24,171.6999969482422,173.60000610351562,170.5500030517578,172.25,118.72176361083984,22057207
2018-07-25,174.25,175.64999389648438,173.3000030517578,175.35000610351562,120.85843658447266,19727999
2018-07-26,175.39999389648438,175.85000610351562,173.75,174.64999389648438,120.3759536743164,10710467
